Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,Amount owed,Amount paid,Amount left,July_Payment_Status,Feb.Credit.Capacity,Mar.Credit.Capacity,Apr.Credit.Capacity,May.Credit.Capacity,Jun.Credit.Capacity,Overall.Credit.Capacity
5900,2,3,1,54,-2,48,-2,86,84,-2,122,86,-2,101,116,-2,145,100,-2,0,141,434,454,-20,0,1.4237288136,1.4576271186,1.9661016949,1.6949152542,2.3898305085,1.786440678
6900,1,1,1,33,-1,19,-1,21,13,-1,21,21,-1,25,21,-1,30,25,-1,21,30,99,118,-19,1,0.1884057971,0.3043478261,0.3043478261,0.3623188406,0.4347826087,0.3188405797
11100,1,1,1,49,-1,143,-1,128,127,-1,80,128,-1,144,79,-1,144,144,-1,144,144,621,640,-19,0,1.1441441441,1.1531531532,0.7117117117,1.2972972973,1.2972972973,1.1207207207
8700,2,1,2,29,-2,118,-2,122,119,-2,188,122,-2,115,188,-2,146,115,-2,110,146,662,681,-19,0,1.367816092,1.4022988506,2.1609195402,1.3218390805,1.6781609195,1.5862068966
9100,2,2,1,32,2,23,-1,76,93,-1,101,76,-1,75,101,-1,60,75,-1,75,60,368,387,-19,0,1.021978022,0.8351648352,1.1098901099,0.8241758242,0.6593406593,0.8901098901
9100,1,1,1,38,-1,44,-1,116,98,-1,195,116,-1,115,195,-1,123,115,-1,38,123,568,587,-19,0,1.0769230769,1.2747252747,2.1428571429,1.2637362637,1.3516483516,1.421978022
9200,2,1,2,47,-1,28,-1,28,28,-1,40,28,-1,46,40,-1,34,46,-1,40,34,170,188,-18,0,0.3043478261,0.3043478261,0.4347826087,0.5,0.3695652174,0.3826086957
11600,2,1,2,32,-2,0,-2,200,230,-2,0,352,-2,290,0,-1,200,290,0,200,412,872,890,-18,0,1.9827586207,3.0344827586,0,2.5,3.5517241379,2.2137931034
4800,2,1,2,34,-1,48,2,47,28,0,72,48,-1,64,72,-1,50,64,-1,45,50,260,278,-18,0,0.5833333333,1,1.5,1.3333333333,1.0416666667,1.0916666667
11500,1,2,1,42,-2,7,-2,26,25,-2,21,26,-2,13,21,-2,21,13,-2,28,21,92,109,-17,1,0.2173913043,0.2260869565,0.1826086957,0.1130434783,0.1826086957,0.1843478261
6100,2,1,2,29,-1,222,-1,309,166,-1,391,309,-1,542,391,-1,233,542,-1,172,233,1630,1647,-17,0,2.7213114754,5.0655737705,6.4098360656,8.8852459016,3.8196721311,5.3803278689
5700,1,2,1,33,-1,17,-1,28,17,-1,17,28,-1,17,17,-1,17,17,-1,34,17,96,113,-17,1,0.298245614,0.4912280702,0.298245614,0.298245614,0.298245614,0.3368421053
14500,2,2,2,24,-1,18,-1,18,18,-1,18,18,-1,17,18,-1,18,17,-1,35,18,89,106,-17,0,0.124137931,0.124137931,0.124137931,0.1172413793,0.124137931,0.1227586207
4900,2,2,2,34,-1,20,-1,24,24,-1,24,24,-1,26,24,-1,23,26,-1,37,23,118,134,-16,0,0.4897959184,0.4897959184,0.4897959184,0.5306122449,0.4693877551,0.493877551
9600,2,2,1,43,1,0,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,64,80,-16,0,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667
2000,1,2,2,25,-1,61,-1,46,30,-1,61,46,-1,30,61,-1,46,30,-1,61,46,228,244,-16,0,1.5,2.3,3.05,1.5,2.3,2.13
8900,1,1,2,33,-2,17,-2,33,17,-2,17,17,-2,17,17,-2,17,17,-2,17,17,85,101,-16,1,0.191011236,0.191011236,0.191011236,0.191011236,0.191011236,0.191011236
11300,1,3,1,49,-1,99,-1,192,142,-2,95,190,-2,96,95,-1,141,96,-1,114,140,622,638,-16,0,1.2566371681,1.6814159292,0.8407079646,0.8495575221,1.2389380531,1.1734513274
14500,1,3,1,37,-1,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,31,16,80,95,-15,0,0.1103448276,0.1103448276,0.1103448276,0.1103448276,0.1103448276,0.1103448276
6500,2,2,1,40,-2,16,-2,31,16,-2,16,16,-2,16,16,-2,16,16,-2,16,16,80,95,-15,1,0.2461538462,0.2461538462,0.2461538462,0.2461538462,0.2461538462,0.2461538462
18100,2,2,1,38,-2,16,-2,31,16,-2,16,16,-2,16,16,-2,16,16,-2,16,16,80,95,-15,1,0.0883977901,0.0883977901,0.0883977901,0.0883977901,0.0883977901,0.0883977901
10500,1,2,1,63,-1,16,-1,31,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,80,95,-15,0,0.1523809524,0.1523809524,0.1523809524,0.1523809524,0.1523809524,0.1523809524
6300,1,1,2,44,-1,54,-1,78,28,-1,42,78,-1,80,42,-1,37,80,-1,60,37,282,297,-15,0,0.4444444444,1.2380952381,0.6666666667,1.2698412698,0.5873015873,0.8412698413
5700,2,2,1,47,-1,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,31,16,80,95,-15,0,0.2807017544,0.2807017544,0.2807017544,0.2807017544,0.2807017544,0.2807017544
9200,2,1,1,34,-1,50,-1,15,83,-1,84,15,-1,21,84,-1,91,21,-1,56,91,253,267,-14,0,0.902173913,0.1630434783,0.9130434783,0.2282608696,0.9891304348,0.6391304348
20000,2,2,1,65,1,20,-1,29,43,-1,22,29,-1,25,22,-1,40,25,-1,37,40,139,153,-14,1,0.215,0.145,0.11,0.125,0.2,0.159
12800,1,1,3,31,-1,32,-1,83,197,-1,175,83,-1,47,175,-1,131,47,-1,112,131,534,548,-14,0,1.5390625,0.6484375,1.3671875,0.3671875,1.0234375,0.9890625
17900,1,2,1,40,-2,43,-2,36,51,-2,35,36,-2,39,35,-2,50,39,-2,57,50,204,217,-13,0,0.2849162011,0.2011173184,0.1955307263,0.217877095,0.2793296089,0.2357541899
8800,1,2,2,28,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,26,13,65,78,-13,0,0.1477272727,0.1477272727,0.1477272727,0.1477272727,0.1477272727,0.1477272727
5300,1,3,1,46,-1,59,-1,113,73,-1,110,113,-1,63,110,-1,49,63,-1,96,49,418,431,-13,1,1.3773584906,2.1320754717,2.0754716981,1.1886792453,0.9245283019,1.5396226415
4400,2,1,2,30,-1,13,-1,13,13,-1,13,13,-1,19,13,-1,13,19,-1,25,13,71,83,-12,0,0.2954545455,0.2954545455,0.2954545455,0.4318181818,0.2954545455,0.3227272727
9100,2,2,2,34,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,19,13,-1,19,19,65,77,-12,0,0.1428571429,0.1428571429,0.1428571429,0.1428571429,0.2087912088,0.156043956
6300,1,3,2,45,-1,13,-1,26,13,-1,0,26,0,19,13,-1,26,19,-1,25,26,84,96,-12,0,0.2063492063,0.4126984127,0.2063492063,0.3015873016,0.4126984127,0.3079365079
6500,2,2,2,47,-2,82,-2,78,86,-2,77,78,-2,82,77,-2,78,82,-2,102,78,405,417,-12,0,1.3230769231,1.2,1.1846153846,1.2615384615,1.2,1.2338461538
8500,1,1,1,48,-1,12,-1,23,12,-1,12,12,-1,12,12,-1,12,12,-1,12,12,60,71,-11,0,0.1411764706,0.1411764706,0.1411764706,0.1411764706,0.1411764706,0.1411764706
14300,1,1,2,30,-2,120,-2,111,111,-2,111,111,-2,135,111,-1,202,135,-1,40,202,588,599,-11,0,0.7762237762,0.7762237762,0.7762237762,0.9440559441,1.4125874126,0.9370629371
7200,2,1,1,53,-1,21,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,32,16,85,96,-11,0,0.2222222222,0.2222222222,0.2222222222,0.2222222222,0.2222222222,0.2222222222
10000,2,2,1,27,-2,0,-2,10,10,-2,10,10,-2,10,10,-2,10,10,-2,10,10,40,50,-10,0,0.1,0.1,0.1,0.1,0.1,0.1
1500,2,2,1,42,-2,74,-2,38,9,-2,38,38,-2,38,38,-2,55,38,-2,38,55,197,207,-10,0,0.6,2.5333333333,2.5333333333,2.5333333333,3.6666666667,2.3733333333
5500,2,2,1,36,-1,188,-1,173,174,-1,167,173,-1,222,162,-1,174,117,-1,87,174,814,823,-9,1,3.1636363636,3.1454545455,2.9454545455,2.1272727273,3.1636363636,2.9090909091
4800,2,2,2,24,-1,36,-1,43,70,-1,36,43,-1,43,36,-1,51,43,-1,64,51,228,237,-9,0,1.4583333333,0.8958333333,0.75,0.8958333333,1.0625,1.0125
8500,1,1,1,43,-1,92,-1,335,243,-1,214,333,-1,64,213,-1,197,63,-1,143,197,944,953,-9,0,2.8588235294,3.9176470588,2.5058823529,0.7411764706,2.3176470588,2.4682352941
5100,2,3,2,38,-1,70,-1,70,70,-1,70,70,-1,70,70,-1,70,70,-1,78,70,350,358,-8,0,1.3725490196,1.3725490196,1.3725490196,1.3725490196,1.3725490196,1.3725490196
4000,2,3,1,45,-1,59,-1,50,37,-1,37,50,-1,58,37,-1,58,58,-1,46,58,241,249,-8,0,0.925,1.25,0.925,1.45,1.45,1.2
8800,1,1,2,33,-2,113,-2,113,113,-2,113,113,-2,113,113,-2,121,113,-2,113,121,565,573,-8,0,1.2840909091,1.2840909091,1.2840909091,1.2840909091,1.375,1.3022727273
10300,1,2,1,36,-1,9,-1,16,14,-1,16,14,-1,16,15,-1,16,15,-1,11,16,67,75,-8,0,0.1359223301,0.1359223301,0.145631068,0.145631068,0.1553398058,0.1436893204
9500,2,1,2,31,-2,275,-2,87,77,-2,96,87,-2,169,90,-2,100,169,-2,253,100,698,705,-7,0,0.8105263158,0.9157894737,0.9473684211,1.7789473684,1.0526315789,1.1010526316
1200,2,2,2,25,-1,56,-1,56,56,-1,62,56,-1,64,62,-1,119,64,-1,0,119,294,301,-7,0,4.6666666667,4.6666666667,5.1666666667,5.3333333333,9.9166666667,5.95
6500,1,1,2,39,-1,57,-1,29,0,-1,29,29,-1,29,29,-1,35,29,-1,29,35,144,151,-7,0,0,0.4461538462,0.4461538462,0.4461538462,0.5384615385,0.3753846154
8500,2,1,2,32,-2,8,-2,23,15,-2,15,23,-2,15,15,-2,15,15,-2,15,15,76,83,-7,0,0.1764705882,0.2705882353,0.1764705882,0.1764705882,0.1764705882,0.1952941176
3300,2,2,1,25,-2,31,-2,16,0,-2,16,16,-2,16,16,-2,22,16,-2,16,22,79,86,-7,1,0,0.4848484848,0.4848484848,0.4848484848,0.6666666667,0.4242424242
9300,2,3,1,52,-2,112,-2,101,118,-2,117,101,-2,140,117,-2,126,140,-2,111,126,588,595,-7,0,1.2688172043,1.0860215054,1.2580645161,1.5053763441,1.3548387097,1.2946236559
4800,2,3,1,25,2,16,-1,16,16,-1,31,16,-1,0,31,2,37,10,-1,12,25,89,96,-7,0,0.3333333333,0.3333333333,0.6458333333,0.2083333333,0.5208333333,0.4083333333
8400,2,1,1,30,-1,344,-1,169,0,-1,169,169,-1,169,169,-1,179,169,-1,172,179,851,858,-7,0,0,2.0119047619,2.0119047619,2.0119047619,2.130952381,1.6333333333
6700,1,1,1,37,-1,97,-1,97,97,-1,97,97,-1,97,97,-1,97,97,-1,104,97,485,492,-7,0,1.447761194,1.447761194,1.447761194,1.447761194,1.447761194,1.447761194
10000,2,3,1,45,-2,11,-2,11,11,-2,11,11,-2,11,11,-2,17,11,-2,11,17,55,61,-6,0,0.11,0.11,0.11,0.11,0.17,0.122
7700,2,1,2,40,-1,40,-1,40,40,-1,27,40,-1,40,27,-1,53,40,-1,33,53,187,193,-6,0,0.5194805195,0.5194805195,0.3506493506,0.5194805195,0.6883116883,0.5194805195
14100,2,1,1,40,-1,14,-1,14,14,-1,14,14,-1,20,14,-1,20,20,-1,14,20,76,82,-6,0,0.0992907801,0.0992907801,0.0992907801,0.1418439716,0.1418439716,0.1163120567
8000,2,3,1,46,-2,16,-2,16,16,-2,16,16,-2,16,16,-2,16,16,-2,22,16,80,86,-6,0,0.2,0.2,0.2,0.2,0.2,0.2
3100,1,2,1,27,-1,16,-1,16,16,-1,22,16,-1,22,22,-1,22,22,-1,16,22,92,98,-6,1,0.5161290323,0.5161290323,0.7096774194,0.7096774194,0.7096774194,0.6322580645
3200,2,2,1,42,-1,11,-1,11,11,-1,11,11,-1,11,11,-1,17,11,-1,11,17,55,61,-6,0,0.34375,0.34375,0.34375,0.34375,0.53125,0.38125
5600,1,1,2,39,-1,12,-1,12,12,-1,12,12,-1,12,12,-1,18,12,-1,12,18,60,66,-6,0,0.2142857143,0.2142857143,0.2142857143,0.2142857143,0.3214285714,0.2357142857
8500,1,2,1,30,-1,33,-1,33,33,-1,33,33,-1,33,33,-1,33,33,-1,39,33,165,171,-6,0,0.3882352941,0.3882352941,0.3882352941,0.3882352941,0.3882352941,0.3882352941
9300,1,2,2,26,-1,16,-1,16,16,-1,16,16,-1,16,16,-1,22,16,-1,16,22,80,86,-6,0,0.1720430108,0.1720430108,0.1720430108,0.1720430108,0.2365591398,0.1849462366
6700,2,1,2,35,-1,13,-1,13,13,-1,13,13,-1,19,13,-1,19,19,-1,13,19,71,77,-6,1,0.1940298507,0.1940298507,0.1940298507,0.2835820896,0.2835820896,0.2298507463
10400,1,1,2,43,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,19,13,-1,13,19,65,71,-6,0,0.125,0.125,0.125,0.125,0.1826923077,0.1365384615
5700,2,2,2,33,-2,21,-2,21,21,-2,21,21,-2,21,21,-2,27,21,-2,21,27,105,111,-6,0,0.3684210526,0.3684210526,0.3684210526,0.3684210526,0.4736842105,0.3894736842
8500,2,2,1,38,-1,6,-1,12,12,-1,12,12,-1,25,25,-1,12,12,-1,12,12,67,73,-6,0,0.1411764706,0.1411764706,0.2941176471,0.1411764706,0.1411764706,0.1717647059
12000,2,2,1,26,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,19,13,-1,13,19,65,71,-6,0,0.1083333333,0.1083333333,0.1083333333,0.1083333333,0.1583333333,0.1183333333
3100,2,1,2,22,-1,16,-1,16,16,-1,16,16,-1,16,16,-1,22,16,-1,16,22,80,86,-6,0,0.5161290323,0.5161290323,0.5161290323,0.5161290323,0.7096774194,0.5548387097
3200,2,2,1,40,-1,16,-1,16,16,-1,16,16,-1,16,16,-1,22,16,-1,16,22,80,86,-6,0,0.5,0.5,0.5,0.5,0.6875,0.5375
4700,1,1,2,28,-1,35,-1,35,35,-1,35,35,-1,35,35,-1,41,35,-1,35,41,175,181,-6,0,0.7446808511,0.7446808511,0.7446808511,0.7446808511,0.8723404255,0.770212766
7100,1,2,1,53,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,19,13,65,71,-6,1,0.1830985915,0.1830985915,0.1830985915,0.1830985915,0.1830985915,0.1830985915
4300,2,2,1,44,-1,31,-1,31,31,-1,31,31,-1,31,31,-1,37,31,-1,31,37,155,161,-6,0,0.7209302326,0.7209302326,0.7209302326,0.7209302326,0.8604651163,0.7488372093
9200,2,2,1,45,-1,17,-1,17,17,-1,17,17,-1,17,17,-1,17,17,-1,23,17,85,91,-6,1,0.1847826087,0.1847826087,0.1847826087,0.1847826087,0.1847826087,0.1847826087
800,2,3,1,41,-1,31,-1,29,0,-1,12,29,0,40,26,0,20,50,0,40,26,136,141,-5,1,0,3.625,3.25,6.25,3.25,3.275
6100,1,,1,40,-1,12,-1,12,12,-1,17,12,-1,12,17,0,35,18,-1,0,35,71,76,-5,0,0.1967213115,0.1967213115,0.2786885246,0.2950819672,0.5737704918,0.3081967213
10300,2,2,2,32,-1,7,-1,11,7,-1,7,11,-1,13,7,-1,7,13,-1,12,7,45,50,-5,0,0.067961165,0.1067961165,0.067961165,0.1262135922,0.067961165,0.0873786408
8100,1,1,1,39,-1,23,-1,23,23,-1,23,23,-1,23,23,-1,23,23,-1,28,23,115,120,-5,1,0.2839506173,0.2839506173,0.2839506173,0.2839506173,0.2839506173,0.2839506173
14500,2,2,2,29,-2,0,-2,30,52,-2,68,30,-2,34,68,-1,54,32,-1,0,54,182,186,-4,0,0.3586206897,0.2068965517,0.4689655172,0.2206896552,0.3724137931,0.3255172414
1900,2,2,1,38,-1,24,-1,37,24,-1,26,37,-1,26,26,-1,26,26,-1,26,26,137,141,-4,0,1.2631578947,1.9473684211,1.3684210526,1.3684210526,1.3684210526,1.4631578947
9200,2,1,2,37,-2,30,-2,16,12,-2,27,16,-2,23,27,-2,25,23,-2,21,25,108,112,-4,0,0.1304347826,0.1739130435,0.2934782609,0.25,0.2717391304,0.2239130435
1900,2,2,1,36,-1,24,-1,24,24,-1,37,24,-1,26,37,-1,26,26,-1,26,26,135,139,-4,0,1.2631578947,1.2631578947,1.9473684211,1.3684210526,1.3684210526,1.4421052632
9900,2,1,2,34,-1,7,-1,7,7,-1,7,7,-1,7,7,-1,13,7,-1,5,13,35,39,-4,0,0.0707070707,0.0707070707,0.0707070707,0.0707070707,0.1313131313,0.0828282828
4700,2,2,2,28,-1,6,-1,120,129,-1,79,120,-1,75,79,-1,62,75,-1,76,62,409,412,-3,0,2.7446808511,2.5531914894,1.6808510638,1.5957446809,1.3191489362,1.9787234043
1900,2,2,1,33,-1,13,-1,14,11,-1,13,13,-1,13,13,-1,13,13,-1,13,13,63,66,-3,0,0.5789473684,0.6842105263,0.6842105263,0.6842105263,0.6842105263,0.6631578947
11200,2,1,2,30,-1,31,-1,55,31,-1,76,55,-1,6,75,-1,50,6,-1,13,50,198,200,-2,0,0.2767857143,0.4910714286,0.6696428571,0.0535714286,0.4464285714,0.3875
9500,1,1,2,30,-2,126,-2,125,126,-2,128,125,-2,126,126,-2,126,126,-2,125,126,629,630,-1,0,1.3263157895,1.3157894737,1.3263157895,1.3263157895,1.3263157895,1.3242105263
6500,1,2,2,30,-1,25,-1,25,0,-1,13,25,-1,0,13,-1,13,0,-1,13,13,63,64,-1,0,0,0.3846153846,0.2,0,0.2,0.1569230769
4000,1,3,1,43,-1,31,-1,16,0,-1,16,16,-1,16,16,-1,16,16,-1,16,16,79,80,-1,1,0,0.4,0.4,0.4,0.4,0.32
8300,2,1,1,32,1,0,-1,29,33,-1,17,29,-1,25,17,-1,34,25,-1,0,34,104,105,-1,0,0.3975903614,0.3493975904,0.2048192771,0.3012048193,0.4096385542,0.3325301205
10400,2,2,2,33,-1,8,-1,8,8,-1,8,8,-1,8,8,-1,8,8,-1,9,8,40,41,-1,0,0.0769230769,0.0769230769,0.0769230769,0.0769230769,0.0769230769,0.0769230769
7900,1,2,1,57,-1,31,-1,31,0,-1,16,31,-1,0,16,-1,16,0,-1,16,16,78,79,-1,0,0,0.3924050633,0.2025316456,0,0.2025316456,0.1594936709
3200,1,3,2,24,1,0,-1,17,33,-1,17,17,-1,17,17,-1,17,17,-1,17,17,84,85,-1,0,1.03125,0.53125,0.53125,0.53125,0.53125,0.63125
7900,2,2,1,39,-1,31,-1,16,0,-1,16,16,-1,16,16,-1,16,16,-1,16,16,79,80,-1,0,0,0.2025316456,0.2025316456,0.2025316456,0.2025316456,0.1620253165
5200,1,2,1,55,-1,31,-1,16,0,-1,16,16,-1,16,16,-1,16,16,-1,16,16,79,80,-1,0,0,0.3076923077,0.3076923077,0.3076923077,0.3076923077,0.2461538462
10100,2,3,1,33,-1,34,-1,34,34,-1,34,34,-1,18,34,-1,51,18,-1,18,51,154,155,-1,0,0.3366336634,0.3366336634,0.3366336634,0.1782178218,0.504950495,0.3386138614
3300,1,1,2,31,-1,31,-1,16,0,-1,16,16,-1,16,16,-1,16,16,-1,16,16,79,80,-1,0,0,0.4848484848,0.4848484848,0.4848484848,0.4848484848,0.3878787879
7900,1,1,1,46,-1,17,-1,16,17,-1,18,16,-1,16,17,0,17,16,-1,17,17,83,84,-1,0,0.2151898734,0.2025316456,0.2151898734,0.2025316456,0.2151898734,0.2101265823
7100,1,1,2,29,-1,37,-1,36,36,-1,37,36,-1,37,37,-1,36,37,-1,38,36,183,184,-1,0,0.5070422535,0.5070422535,0.5211267606,0.5211267606,0.5070422535,0.5126760563
14300,1,1,1,38,-1,31,-1,16,0,-1,16,16,-1,16,16,-1,16,16,-1,16,16,79,80,-1,1,0,0.1118881119,0.1118881119,0.1118881119,0.1118881119,0.0895104895
10700,1,1,1,38,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
4100,2,2,2,31,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
9300,1,1,2,30,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
3700,1,1,2,25,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
7300,2,1,2,39,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
20100,2,1,1,35,-2,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,2600,2600,0,0,2.5870646766,2.5870646766,2.5870646766,2.5870646766,2.5870646766,2.5870646766
8400,2,1,2,26,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
7200,2,1,1,57,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
14500,2,3,2,25,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
6500,2,2,1,39,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
500,1,3,2,29,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
3200,2,3,1,40,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
8300,2,2,1,46,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
20100,2,1,1,37,-1,24,2,20,12,-1,12,20,-1,24,12,-1,12,24,0,24,18,92,92,0,0,0.0597014925,0.0995024876,0.0597014925,0.1194029851,0.0895522388,0.0855721393
2100,1,3,1,30,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
5200,1,2,1,42,-1,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,80,80,0,0,0.3076923077,0.3076923077,0.3076923077,0.3076923077,0.3076923077,0.3076923077
14400,1,1,2,27,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
8300,2,1,2,39,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
3100,2,1,2,51,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
14400,1,1,2,31,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
14300,2,1,2,28,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
4800,2,2,1,28,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
8100,1,1,2,49,-1,28,-1,28,28,-1,28,28,-1,34,28,-1,28,34,-1,28,28,146,146,0,0,0.3456790123,0.3456790123,0.3456790123,0.4197530864,0.3456790123,0.3604938272
7100,1,2,1,34,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
7300,2,1,2,27,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
8000,2,1,1,29,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
10400,1,1,2,28,-1,20,-1,40,20,-1,20,40,0,0,40,0,60,20,-1,20,60,140,140,0,0,0.1923076923,0.3846153846,0.3846153846,0.1923076923,0.5769230769,0.3461538462
14300,2,2,2,26,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
14500,2,1,2,32,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
8100,2,2,2,44,-2,400,-2,400,400,-2,412,400,-2,400,412,-2,400,400,-2,400,400,2012,2012,0,0,4.9382716049,4.9382716049,5.0864197531,4.9382716049,4.9382716049,4.9679012346
9500,2,2,2,37,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
1900,1,2,2,23,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
9200,1,2,2,40,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,65,65,0,0,0.1413043478,0.1413043478,0.1413043478,0.1413043478,0.1413043478,0.1413043478
14400,2,2,2,34,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
7100,2,3,2,31,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
1200,1,2,2,23,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
2100,1,2,2,25,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
2100,2,2,1,44,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
7100,2,1,2,27,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
11200,1,1,2,32,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
7300,2,1,1,46,-2,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
12700,1,1,2,25,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,65,65,0,0,0.1023622047,0.1023622047,0.1023622047,0.1023622047,0.1023622047,0.1023622047
4100,2,2,1,51,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
12100,1,1,2,28,-1,28,-1,28,28,-1,28,28,-1,28,28,-1,28,28,-1,28,28,140,140,0,0,0.2314049587,0.2314049587,0.2314049587,0.2314049587,0.2314049587,0.2314049587
2400,2,3,1,46,-1,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,65,65,0,1,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667
8100,2,1,1,36,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
8100,1,1,1,50,-1,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,80,80,0,0,0.1975308642,0.1975308642,0.1975308642,0.1975308642,0.1975308642,0.1975308642
14400,1,1,2,50,1,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
